provision_id,van_ban,doc_code,chuong,dieu,tieu_de_dieu,khoan,diem,noi_dung,hieu_luc,ngay_hieu_luc,ngay_het_hieu_luc,thay_the_boi,thay_the_cho,van_ban_sua_doi,ghi_chu
45_2019_QH14__D76__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,76,Lấy ý kiến và ký kết thỏa ước lao động tập thể,3,,"Điều 76. Lấy ý kiến và ký kết thỏa ước lao động tập thể
3. Thời gian, địa điểm và cách thức lấy ý kiến biểu quyết đối với dự thảo thỏa ước lao động tập
thể do tổ chức đại diện người lao động quyết định nhưng không được làm ảnh hưởng đến hoạt động sản
xuất, kinh doanh bình thường của doanh nghiệp tham gia thương lượng. Người sử dụng lao động không
được gây khó khăn, cản trở hoặc can thiệp vào quá trình tổ chức đại diện người lao động lấy ý kiến biểu
quyết về dự thảo thỏa ước.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D76__K4,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,76,Lấy ý kiến và ký kết thỏa ước lao động tập thể,4,,"Điều 76. Lấy ý kiến và ký kết thỏa ước lao động tập thể
4. Thỏa ước lao động tập thể được ký kết bởi đại diện hợp pháp của các bên thương lượng.
Trường hợp thỏa ước lao động tập thể có nhiều doanh nghiệp được tiến hành thông qua Hội đồng
thương lượng tập thể thì được ký kết bởi Chủ tịch Hội đồng thương lượng tập thể và đại diện hợp pháp
của các bên thương lượng.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D76__K5,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,76,Lấy ý kiến và ký kết thỏa ước lao động tập thể,5,,"Điều 76. Lấy ý kiến và ký kết thỏa ước lao động tập thể
5. Thỏa ước lao động tập thể phải được gửi cho mỗi bên ký kết và cho cơ quan chuyên môn về
lao động thuộc Ủy ban nhân dân cấp tỉnh theo quy định tại Điều 77 của Bộ luật này.
Đối với thỏa ước lao động tập thể ngành hoặc thỏa ước lao động tập thể có nhiều doanh nghiệp
thì từng người sử dụng lao động và từng tổ chức đại diện người lao động tại các doanh nghiệp tham gia
thỏa ước phải được nhận 01 bản.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D76__K6,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,76,Lấy ý kiến và ký kết thỏa ước lao động tập thể,6,,"Điều 76. Lấy ý kiến và ký kết thỏa ước lao động tập thể
6. Sau khi thỏa ước lao động tập thể được ký kết, người sử dụng lao động phải công bố cho người
lao động của mình biết.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D76__K7,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,76,Lấy ý kiến và ký kết thỏa ước lao động tập thể,7,,"Điều 76. Lấy ý kiến và ký kết thỏa ước lao động tập thể
7. Chính phủ quy định chi tiết Điều này.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D77,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,77,Gửi thỏa ước lao động tập thể,,,"Điều 77. Gửi thỏa ước lao động tập thể
Trong thời hạn 10 ngày kể từ ngày thỏa ước lao động tập thể được ký kết, người sử dụng lao động
tham gia thỏa ước phải gửi 01 bản thỏa ước lao động tập thể đến cơ quan chuyên môn về lao động thuộc
Ủy ban nhân dân cấp tỉnh nơi đặt trụ sở chính.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D78__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,78,Hiệu lực và thời hạn của thỏa ước lao động tập thể,1,,"Điều 78. Hiệu lực và thời hạn của thỏa ước lao động tập thể
1. Ngày có hiệu lực của thỏa ước lao động tập thể do các bên thỏa thuận và được ghi trong thỏa
ước. Trường hợp các bên không thỏa thuận ngày có hiệu lực thì thỏa ước lao động tập thể có hiệu lực kể
từ ngày ký kết.
Thỏa ước lao động tập thể sau khi có hiệu lực phải được các bên tôn trọng thực hiện.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D78__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,78,Hiệu lực và thời hạn của thỏa ước lao động tập thể,2,,"Điều 78. Hiệu lực và thời hạn của thỏa ước lao động tập thể
2. Thỏa ước lao động tập thể doanh nghiệp có hiệu lực áp dụng đối với người sử dụng lao động
và toàn bộ người lao động của doanh nghiệp. Thỏa ước lao động tập thể ngành và thỏa ước lao động tập
thể có nhiều doanh nghiệp có hiệu lực áp dụng đối với toàn bộ người sử dụng lao động và người lao động
của các doanh nghiệp tham gia thỏa ước lao động tập thể.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D78__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,78,Hiệu lực và thời hạn của thỏa ước lao động tập thể,3,,"Điều 78. Hiệu lực và thời hạn của thỏa ước lao động tập thể
3. Thỏa ước lao động tập thể có thời hạn từ 01 năm đến 03 năm. Thời hạn cụ thể do các bên thỏa
thuận và ghi trong thỏa ước lao động tập thể. Các bên có quyền thỏa thuận thời hạn khác nhau đối với các
nội dung của thỏa ước lao động tập thể.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D79__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,79,Thực hiện thỏa ước lao động tập thể tại doanh nghiệp,1,,"Điều 79. Thực hiện thỏa ước lao động tập thể tại doanh nghiệp
1. Người sử dụng lao động, người lao động, bao gồm cả người lao động vào làm việc sau ngày
thỏa ước lao động tập thể có hiệu lực, có nghĩa vụ thực hiện đầy đủ thỏa ước lao động tập thể đang có
hiệu lực.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D79__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,79,Thực hiện thỏa ước lao động tập thể tại doanh nghiệp,2,,"Điều 79. Thực hiện thỏa ước lao động tập thể tại doanh nghiệp
2. Trường hợp quyền, nghĩa vụ và lợi ích của các bên trong hợp đồng lao động đã giao kết trước
ngày thỏa ước lao động tập thể có hiệu lực thấp hơn quy định tương ứng của thỏa ước lao động tập thể
thì phải thực hiện theo thỏa ước lao động tập thể. Quy định của người sử dụng lao động chưa phù hợp
với thỏa ước lao động tập thể thì phải được sửa đổi cho phù hợp; trong thời gian chưa sửa đổi thì thực
hiện theo nội dung tương ứng của thỏa ước lao động tập thể.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D79__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,79,Thực hiện thỏa ước lao động tập thể tại doanh nghiệp,3,,"Điều 79. Thực hiện thỏa ước lao động tập thể tại doanh nghiệp
3. Khi một bên cho rằng bên kia thực hiện không đầy đủ hoặc vi phạm thỏa ước lao động tập thể
thì có quyền yêu cầu thi hành đúng thỏa ước lao động tập thể và các bên có trách nhiệm cùng xem xét giải
quyết; nếu không giải quyết được, mỗi bên đều có quyền yêu cầu giải quyết tranh chấp lao động tập thể
theo quy định của pháp luật.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D80__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,80,"Thực hiện thỏa ước lao động tập thể doanh nghiệp trong trường hợp chia, tách,",1,,"Điều 80. Thực hiện thỏa ước lao động tập thể doanh nghiệp trong trường hợp chia, tách,
1. Trường hợp chia, tách, hợp nhất, sáp nhập; bán, cho thuê, chuyển đổi loại hình doanh nghiệp;
chuyển nhượng quyền sở hữu, quyền sử dụng tài sản của doanh nghiệp thì người sử dụng lao động kế
tiếp và tổ chức đại diện người lao động có quyền thương lượng theo quy định tại Điều 68 của Bộ luật này
căn cứ vào phương án sử dụng lao động để xem xét lựa chọn việc tiếp tục thực hiện, sửa đổi, bổ sung
thỏa ước lao động tập thể doanh nghiệp cũ hoặc thương lượng để ký kết thỏa ước lao động tập thể mới.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D80__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,80,"Thực hiện thỏa ước lao động tập thể doanh nghiệp trong trường hợp chia, tách,",2,,"Điều 80. Thực hiện thỏa ước lao động tập thể doanh nghiệp trong trường hợp chia, tách,
2. Trường hợp thỏa ước lao động tập thể doanh nghiệp hết hiệu lực do người sử dụng lao động
chấm dứt hoạt động thì quyền lợi của người lao động được giải quyết theo quy định của pháp luật.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D81__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,81,"Quan hệ giữa thỏa ước lao động tập thể doanh nghiệp, thỏa ước lao động tập thể",1,,"Điều 81. Quan hệ giữa thỏa ước lao động tập thể doanh nghiệp, thỏa ước lao động tập thể
1. Trường hợp thỏa ước lao động tập thể doanh nghiệp, thỏa ước lao động tập thể có nhiều doanh
nghiệp, thỏa ước lao động tập thể ngành quy định về quyền, nghĩa vụ và lợi ích của người lao động khác
nhau thì thực hiện theo nội dung có lợi nhất cho người lao động.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D81__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,81,"Quan hệ giữa thỏa ước lao động tập thể doanh nghiệp, thỏa ước lao động tập thể",2,,"Điều 81. Quan hệ giữa thỏa ước lao động tập thể doanh nghiệp, thỏa ước lao động tập thể
2. Doanh nghiệp thuộc đối tượng áp dụng của thỏa ước lao động tập thể ngành hoặc thỏa ước lao
động tập thể có nhiều doanh nghiệp nhưng chưa có thỏa ước lao động tập thể doanh nghiệp thì có thể xây
dựng thỏa ước lao động tập thể doanh nghiệp với những nội dung có lợi hơn cho người lao động so với
thỏa ước lao động tập thể ngành hoặc thỏa ước lao động tập thể có nhiều doanh nghiệp.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D81__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,81,"Quan hệ giữa thỏa ước lao động tập thể doanh nghiệp, thỏa ước lao động tập thể",3,,"Điều 81. Quan hệ giữa thỏa ước lao động tập thể doanh nghiệp, thỏa ước lao động tập thể
3. Khuyến khích doanh nghiệp chưa tham gia thỏa ước lao động tập thể ngành hoặc thỏa ước lao
động tập thể có nhiều doanh nghiệp thực hiện nội dung có lợi hơn cho người lao động của thỏa ước lao
động tập thể ngành hoặc thỏa ước lao động tập thể có nhiều doanh nghiệp.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D82__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,82,"Sửa đổi, bổ sung thỏa ước lao động tập thể",1,,"Điều 82. Sửa đổi, bổ sung thỏa ước lao động tập thể
1. Thỏa ước lao động tập thể chỉ được sửa đổi, bổ sung theo thỏa thuận tự nguyện của các bên,
thông qua thương lượng tập thể.
Việc sửa đổi, bổ sung thỏa ước lao động tập thể được thực hiện như việc thương lượng, ký kết
thỏa ước lao động tập thể.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D82__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,82,"Sửa đổi, bổ sung thỏa ước lao động tập thể",2,,"Điều 82. Sửa đổi, bổ sung thỏa ước lao động tập thể
2. Trường hợp quy định của pháp luật thay đổi dẫn đến thỏa ước lao động tập thể không còn phù
hợp với quy định của pháp luật thì các bên phải tiến hành sửa đổi, bổ sung thỏa ước lao động tập thể cho
phù hợp với quy định của pháp luật. Trong thời gian tiến hành sửa đổi, bổ sung thỏa ước lao động tập thể
thì quyền lợi của người lao động được thực hiện theo quy định của pháp luật.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D83,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,83,Thỏa ước lao động tập thể hết hạn,,,"Điều 83. Thỏa ước lao động tập thể hết hạn
Trong thời hạn 90 ngày trước ngày thỏa ước lao động tập thể hết hạn, các bên có thể thương
lượng để kéo dài thời hạn của thỏa ước lao động tập thể hoặc ký kết thỏa ước lao động tập thể mới.
Trường hợp các bên thỏa thuận kéo dài thời hạn của thỏa ước lao động tập thể thì phải lấy ý kiến theo quy
định tại Điều 76 của Bộ luật này.
Khi thỏa ước lao động tập thể hết hạn mà các bên vẫn tiếp tục thương lượng thì thỏa ước lao động
tập thể cũ vẫn được tiếp tục thực hiện trong thời hạn không quá 90 ngày kể từ ngày thỏa ước lao động tập
thể hết hạn, trừ trường hợp các bên có thỏa thuận khác.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D84__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,84,Mở rộng phạm vi áp dụng của thỏa ước lao động tập thể ngành hoặc thỏa ước lao,1,,"Điều 84. Mở rộng phạm vi áp dụng của thỏa ước lao động tập thể ngành hoặc thỏa ước lao
1. Khi một thỏa ước lao động tập thể ngành hoặc thỏa ước lao động tập thể có nhiều doanh nghiệp
có phạm vi áp dụng chiếm trên 75% người lao động hoặc trên 75% doanh nghiệp cùng ngành, nghề, lĩnh
vực trong khu công nghiệp, khu kinh tế, khu chế xuất, khu công nghệ cao thì người sử dụng lao động hoặc
tổ chức đại diện của người lao động tại đó đề nghị cơ quan nhà nước có thẩm quyền quyết định mở rộng
phạm vi áp dụng một phần hoặc toàn bộ thỏa ước đó đối với các doanh nghiệp cùng ngành, nghề, lĩnh vực
trong khu công nghiệp, khu kinh tế, khu chế xuất, khu công nghệ cao.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D84__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,84,Mở rộng phạm vi áp dụng của thỏa ước lao động tập thể ngành hoặc thỏa ước lao,2,,"Điều 84. Mở rộng phạm vi áp dụng của thỏa ước lao động tập thể ngành hoặc thỏa ước lao
2. Chính phủ quy định chi tiết khoản 1 Điều này; quy định trình tự, thủ tục và thẩm quyền quyết
định mở rộng phạm vi áp dụng thỏa ước lao động tập thể quy định tại khoản 1 Điều này.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D85__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,85,Gia nhập và rút khỏi thỏa ước lao động tập thể ngành hoặc thỏa ước lao động tập,1,,"Điều 85. Gia nhập và rút khỏi thỏa ước lao động tập thể ngành hoặc thỏa ước lao động tập
1. Doanh nghiệp có thể gia nhập thỏa ước lao động tập thể ngành, thỏa ước lao động tập thể có
nhiều doanh nghiệp khi có sự đồng thuận của tất cả người sử dụng lao động và tổ chức đại diện người lao
động tại doanh nghiệp là thành viên của thỏa ước, trừ trường hợp quy định tại khoản 1 Điều 84 của Bộ",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D85__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,85,Gia nhập và rút khỏi thỏa ước lao động tập thể ngành hoặc thỏa ước lao động tập,2,,"Điều 85. Gia nhập và rút khỏi thỏa ước lao động tập thể ngành hoặc thỏa ước lao động tập
2. Doanh nghiệp thành viên của thỏa ước lao động tập thể ngành, thỏa ước lao động tập thể có
nhiều doanh nghiệp được rút khỏi thỏa ước lao động tập thể khi có sự đồng thuận của tất cả người sử
dụng lao động và tổ chức đại diện người lao động tại doanh nghiệp là thành viên của thỏa ước, trừ trường
hợp có khó khăn đặc biệt trong hoạt động sản xuất, kinh doanh.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D86__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,86,Thỏa ước lao động tập thể vô hiệu,1,,"Điều 86. Thỏa ước lao động tập thể vô hiệu
1. Thỏa ước lao động tập thể vô hiệu từng phần khi một hoặc một số nội dung trong thỏa ước lao
động tập thể vi phạm pháp luật.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D86__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,86,Thỏa ước lao động tập thể vô hiệu,2,"a, b, c","Điều 86. Thỏa ước lao động tập thể vô hiệu
2. Thỏa ước lao động tập thể vô hiệu toàn bộ thuộc một trong các trường hợp sau đây:
a) Toàn bộ nội dung thỏa ước lao động tập thể vi phạm pháp luật;
b) Người ký kết không đúng thẩm quyền;
c) Không tuân thủ đúng quy trình thương lượng, ký kết thỏa ước lao động tập thể.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D87,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,87,Thẩm quyền tuyên bố thỏa ước lao động tập thể vô hiệu Tòa án nhân dân có quyền,,,"Điều 87. Thẩm quyền tuyên bố thỏa ước lao động tập thể vô hiệu Tòa án nhân dân có quyền
tuyên bố thỏa ước lao động tập thể vô hiệu.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D88,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,88,Xử lý thỏa ước lao động tập thể vô hiệu,,,"Điều 88. Xử lý thỏa ước lao động tập thể vô hiệu
Khi thỏa ước lao động tập thể bị tuyên bố vô hiệu thì quyền, nghĩa vụ và lợi ích của các bên ghi
trong thỏa ước lao động tập thể tương ứng với toàn bộ hoặc phần bị tuyên bố vô hiệu được giải quyết theo
quy định của pháp luật và các thỏa thuận hợp pháp trong hợp đồng lao động.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D89,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương V,89,"Chi phí thương lượng, ký kết thỏa ước lao động tập thể",,,"Điều 89. Chi phí thương lượng, ký kết thỏa ước lao động tập thể
Mọi chi phí cho việc thương lượng, ký kết, sửa đổi, bổ sung, gửi và công bố thỏa ước lao động tập
thể do phía người sử dụng lao động chi trả.
Chương VI
TIỀN LƯƠNG",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D90__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,90,Tiền lương,1,,"Điều 90. Tiền lương
1. Tiền lương là số tiền mà người sử dụng lao động trả cho người lao động theo thỏa thuận để
thực hiện công việc, bao gồm mức lương theo công việc hoặc chức danh, phụ cấp lương và các khoản bổ
sung khác.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D90__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,90,Tiền lương,2,,"Điều 90. Tiền lương
2. Mức lương theo công việc hoặc chức danh không được thấp hơn mức lương tối thiểu.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D90__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,90,Tiền lương,3,,"Điều 90. Tiền lương
3. Người sử dụng lao động phải bảo đảm trả lương bình đẳng, không phân biệt giới tính đối với
người lao động làm công việc có giá trị như nhau.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D91__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,91,Mức lương tối thiểu,1,,"Điều 91. Mức lương tối thiểu
1. Mức lương tối thiểu là mức lương thấp nhất được trả cho người lao động làm công việc giản
đơn nhất trong điều kiện lao động bình thường nhằm bảo đảm mức sống tối thiểu của người lao động và
gia đình họ, phù hợp với điều kiện phát triển kinh tế - xã hội.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D91__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,91,Mức lương tối thiểu,2,,"Điều 91. Mức lương tối thiểu
2. Mức lương tối thiểu được xác lập theo vùng, ấn định theo tháng, giờ.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D91__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,91,Mức lương tối thiểu,3,,"Điều 91. Mức lương tối thiểu
3. Mức lương tối thiểu được điều chỉnh dựa trên mức sống tối thiểu của người lao động và gia
đình họ; tương quan giữa mức lương tối thiểu và mức lương trên thị trường; chỉ số giá tiêu dùng, tốc độ
tăng trưởng kinh tế; quan hệ cung, cầu lao động; việc làm và thất nghiệp; năng suất lao động; khả năng
chi trả của doanh nghiệp.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D91__K4,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,91,Mức lương tối thiểu,4,,"Điều 91. Mức lương tối thiểu
4. Chính phủ quy định chi tiết Điều này; quyết định và công bố mức lương tối thiểu trên cơ sở
khuyến nghị của Hội đồng tiền lương quốc gia.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D92__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,92,Hội đồng tiền lương quốc gia,1,,"Điều 92. Hội đồng tiền lương quốc gia
1. Hội đồng tiền lương quốc gia là cơ quan tư vấn cho Chính phủ về mức lương tối thiểu và chính
sách tiền lương đối với người lao động.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D92__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,92,Hội đồng tiền lương quốc gia,2,,"Điều 92. Hội đồng tiền lương quốc gia
2. Thủ tướng Chính phủ thành lập Hội đồng tiền lương quốc gia bao gồm các thành viên là đại
diện của Bộ Lao động - Thương binh và Xã hội, Tổng Liên đoàn Lao động Việt Nam, một số tổ chức đại
diện người sử dụng lao động ở trung ương và chuyên gia độc lập.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D92__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,92,Hội đồng tiền lương quốc gia,3,,"Điều 92. Hội đồng tiền lương quốc gia
3. Chính phủ quy định chức năng, nhiệm vụ, cơ cấu tổ chức và hoạt động của Hội đồng tiền lương
quốc gia.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D93__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,93,"Xây dựng thang lương, bảng lương và định mức lao động",1,,"Điều 93. Xây dựng thang lương, bảng lương và định mức lao động
1. Người sử dụng lao động phải xây dựng thang lương, bảng lương và định mức lao động làm cơ
sở để tuyển dụng, sử dụng lao động, thỏa thuận mức lương theo công việc hoặc chức danh ghi trong hợp
đồng lao động và trả lương cho người lao động.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D93__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,93,"Xây dựng thang lương, bảng lương và định mức lao động",2,,"Điều 93. Xây dựng thang lương, bảng lương và định mức lao động
2. Mức lao động phải là mức trung bình bảo đảm số đông người lao động thực hiện được mà
không phải kéo dài thời giờ làm việc bình thường và phải được áp dụng thử trước khi ban hành chính thức.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D93__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,93,"Xây dựng thang lương, bảng lương và định mức lao động",3,,"Điều 93. Xây dựng thang lương, bảng lương và định mức lao động
3. Người sử dụng lao động phải tham khảo ý kiến của tổ chức đại diện người lao động tại cơ sở
đối với nơi có tổ chức đại diện người lao động tại cơ sở khi xây dựng thang lương, bảng lương và định
mức lao động.
Thang lương, bảng lương và mức lao động phải được công bố công khai tại nơi làm việc trước khi
thực hiện.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D94__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,94,Nguyên tắc trả lương,1,,"Điều 94. Nguyên tắc trả lương
1. Người sử dụng lao động phải trả lương trực tiếp, đầy đủ, đúng hạn cho người lao động. Trường
hợp người lao động không thể nhận lương trực tiếp thì người sử dụng lao động có thể trả lương cho người
được người lao động ủy quyền hợp pháp.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D94__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,94,Nguyên tắc trả lương,2,,"Điều 94. Nguyên tắc trả lương
2. Người sử dụng lao động không được hạn chế hoặc can thiệp vào quyền tự quyết chi tiêu lương
của người lao động; không được ép buộc người lao động chi tiêu lương vào việc mua hàng hóa, sử dụng
dịch vụ của người sử dụng lao động hoặc của đơn vị khác mà người sử dụng lao động chỉ định.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D95__K1,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,95,Trả lương,1,,"Điều 95. Trả lương
1. Người sử dụng lao động trả lương cho người lao động căn cứ vào tiền lương đã thỏa thuận,
năng suất lao động và chất lượng thực hiện công việc.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D95__K2,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,95,Trả lương,2,,"Điều 95. Trả lương
2. Tiền lương ghi trong hợp đồng lao động và tiền lương trả cho người lao động bằng tiền Đồng
Việt Nam, trường hợp người lao động là người nước ngoài tại Việt Nam thì có thể bằng ngoại tệ.",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
45_2019_QH14__D95__K3,Bộ luật Lao động (45/2019/QH14),45_2019_QH14,Chương VI,95,Trả lương,3,,"Điều 95. Trả lương
3. Mỗi lần trả lương, người sử dụng lao động phải thông báo bảng kê trả lương cho người lao
động, trong đó ghi rõ tiền lương, tiền lương làm thêm giờ, tiền lương làm việc vào ban đêm, nội dung và
số tiền bị khấu trừ (nếu có).",con_hieu_luc,2026-01-01,,,,,"VBHN, sửa đổi bởi Luật 71/2025/QH15"
